Field,Degree Level,Name of Degree,University name,Annual Fee,Duration,Intakes,General Entry Requirements and Documents,Language of teaching,Scholarships available
Computer Science,Undergraduate,Bachelor of Computer Science - Game and Mobile Development,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,,English,
Computer Science,Undergraduate,Bachelor of Computer Science - Cyber Security,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,,English,
Computer Science,Undergraduate,Bachelor of Computer Science - Big Data,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,,English,
Information Technology,Undergraduate,Bachelor of Business Information Systems,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,,English,
Information Technology,Postgraduate,Master of Digital Transformation,University of Wollongong,"AED 94,154",18 months,Sep/Jan/April,,English,
Media & Design,Undergraduate,Bachelor of Communication and Media - Digital and Social Media,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,,English,
Media & Design,Undergraduate,Bachelor of Communication and Media - Screen Media Production,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,,English,
Media & Design,Undergraduate,Bachelor of Communication and Media - Visual Communication Design,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,,English,
Media & Design,Undergraduate,Bachelor of Communication and Media - Marketing Communication and Advertising,University of Wollongong,"AED 60,429",3 years/4 Years with foundation year,Sep/Jan/April,,English,
Media & Design,Postgraduate,Master of Media and Communication,University of Wollongong,"AED 94,154",18 - 24 months,Sep/Jan/April,,English,
Education,Postgraduate,Graduate Diploma in Educational Studies,University of Wollongong,"AED 62,769(Total Fees)",12 - 15 months,Sep/Jan/April,,English,
Education,Postgraduate,Master of Educational Studies,University of Wollongong,"AED 78,461(Total Fees)",18 - 24 Months,Sep/Jan/April,,English,
Healthcare,Postgraduate,Master of Nursing,University of Wollongong,"AED 94,154(Total Fees)",18 - 24 months,Sep/Jan/April,,English,
Business and Computing,Undergraduate,Bsc(Hons) in Computer Science,Westford University College,"AED 30,000",3 years,Onsite/Online,For UG:,English,Upto 30% scholarsship
Business and Computing,Undergraduate,BA (Hons) in Accounting and Finance,Westford University College,"AED 30,000",3 years,Onsite/Online,Minimum Requirement: High school diploma or equivalent.,English,
Business and Computing,Undergraduate,BSc(Hons) in Business Psychology with Human Resource Man.,Westford University College,"AED 30,000",3 years,Onsite/Online,,English,
Business and Computing,Undergraduate,Bsc(Hons) in Business Management,Westford University College,"AED 30,000",3 years,Onsite/Online,For PG:,English,
Business and Computing,Undergraduate,BSc(Hons) in Sports Business,Westford University College,"AED 30,000",3 years,Onsite/Online,Minimum Requirement: Bachelor's degree.,English,
Business and Computing,Undergraduate,Bsc(Hons) Business with International Business Management,Westford University College,"AED 30,000",3 years,Onsite/Online,"Alternative Consideration: For those with a diploma qualification, 5 years of managerial experience will also be considered for entry (subject to approval).",English,
Business and Computing,Undergraduate,Bsc(Hons) Business with Digital Marketing,Westford University College,"AED 30,000",3 years,Onsite/Online,,English,
Business and Computing,Undergraduate,BSc(Hons) Business with Finance,Westford University College,"AED 30,000",3 years,Onsite/Online,,English,
Business and Computing,Undergraduate,BA (Hons) Business Management with Data Analyics,Westford University College,"AED 30,000",3 years,Onsite/Online,,English,
Business and Computing,Undergraduate,BA(Hons) in Business,Westford University College,"AED 30,000",3 years,Onsite/Online,,English,
Business and Computing,Postgraduate,MBA in Global Business Administration with Intl Tourism and ...,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,Masters in Data Science and Artificial Intelligence (AI),Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,MBA  With specializations,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,Executive MBA,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,MBA In Public Administration,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,MBA in Digital Marketing,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,Postgraduate Certificate in Education International,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,MSc. Construction and Project Management,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,Msc. Digital Marketing and E business,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,Msc Accounting  and Finance(CIMA Gateway),Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,MBA in global Business Administration with Financial services..,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,MBA in Global Business Administration,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,MBA in Global Business Administration with marketting intelligen.,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,"MBA in GBA with Applied Entrepreurship, Design thinking..",Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,MBA with specializations,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,MBA wit digital marketing,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,MBA in Data Analytics,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Postgraduate,Masters in Business Administration,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business and Computing,Doctorate,Doctorate In Business Administration,Westford University College,"AED 38,000 and upwards",3 years,Onsite/Online,,English,
Business and Computing,PG Diploma,PG diploma in Sales and  Marketing Management,Westford University College,"AED 8,000 and upwards",6 months,Online,,English,
Business and Computing,PG Diploma,PG diploma in Supply  Change Management and Logistics,Westford University College,"AED 8,000 and upwards",6 months,Online,,English,
Business and Computing,PG Diploma,PG Diploma in Finance & Risk Management,Westford University College,"AED 8,000 and upwards",6 months,Online,,English,
Business and Computing,PG Diploma,PG Diploma in Business Strategy,Westford University College,"AED 8,000 and upwards",6 months,Online,,English,
Business and Computing,Diploma/Certification,Diploma in Finance and Risk Management,Westford University College,"AED 7,000 and upwards",3 months,Online,,English,
Business and Computing,Diploma/Certification,Diploma in Business Psychology,Westford University College,"AED 7,000 and upwards",3 months,Online,,English,
Business and Computing,Diploma/Certification,Diploma in Business Management,Westford University College,"AED 7,000 and upwards",3 months,Online,,English,
Business and Computing,Diploma/Certification,Diploma in Business Finance,Westford University College,"AED 7,000 and upwards",3 months,Online,,English,
Business and Computing,Diploma/Certification,Diploma in Business Analytics,Westford University College,"AED 7,000 and upwards",3 months,Online,,English,
Business and Computing,Diploma/Certification,Diploma in Digital Marketing,Westford University College,"AED 7,000 and upwards",3 months,Online,,English,
Business and Computing,Diploma/Certification,Diploma in Computing,Westford University College,"AED 7,000 and upwards",3 months,Online,,English,
Business and Computing,Diploma/Certification,Diploma  in Information Technology,Westford University College,"AED 7,000 and upwards",3 months,Online,,English,
Business and Computing,HND,Higher National Diploma in Business,Westford University College,"AED 30,000 per year",2 years,Onsite/Online,,English,
Business and Computing,Doctorate,"Doctor of Business Administration (Abertay, UK)",Westford University College,"$ 20,000 upwards",3 years,Onsite/Online,,English,
Business and Computing,Doctorate,"Doctor of Business Administration (UCAM, Spain)",Westford University College,"$ 20,000 upwards",3 years,Onsite/Online,,English,
Business and Computing,Postgraduate,MBA with information Technology,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
"Media, culture & Design",Undergraduate,BA (Hons) in Fashion: Design and Communication,Westford University College,"AED 30,000 per year",3 years,Onsite/Online,,English,
"Media, culture & Design",Diploma/Certification,BA (Hons) in Fashion: Design and Communication,Westford University College,"AED 30,000 per year",3 years,Onsite/Online,,English,
"Media, culture & Design",Undergraduate,"BA (Hons) in Media, Culture and Communication",Westford University College,"AED 30,000 per year",3 years,Onsite/Online,,English,
"Media, culture & Design",HND,Higher National Diploma in Art and Design,Westford University College,"AED 30,000 per year",2 years,Onsite/Online,,English,
"Media, culture & Design",Diploma/Certification,Diploma in Film and media,Westford University College,"AED 7,000 and upwards",3 months,Onsite/Online,,English,
Health,Postgraduate,MBA with Healthcare Management,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Health,Postgraduate,MBA with Health and Safety Leadership,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Health,Postgraduate,Executive MBA in Healthcare Leadership,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Health,PG Diploma,PGD in Healthcare Management and Leadership,Westford University College,"AED 8,000 and upwards",6 months,Onsite/Online,,English,
Health,Diploma/Certification,Diploma in Healthcare Management and Leadership,Westford University College,"AED 7,000 and upwards",3 months,Onsite/Online,,English,
Health,Postgraduate,MBA with management of Public Health,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Engineering,Postgraduate,MBA with Engineering Management,Westford University College,AED 30000 TO AED 38000,12-15 months,Onsite/Online,,English,
Engineering,Postgraduate,Executive MBA in Engineering Managament,Westford University College,AED 30000 TO AED 38000,12-15 months,Onsite/Online,,English,
Engineering,PG Diploma,PG Diploma in Engineering Management,Westford University College,"AED 8,000 and upwards",6 months,Onsite/Online,,English,
Engineering,Diploma/Certification,Diploma in Engineering Management,Westford University College,"AED 7,000 and upwards",3 months,Onsite/Online,,English,
Others,Postgraduate,online Executive MBA,Westford University College,AED 30000 to AED 40000,12-15 months,Onsite/Online,,English,
Others,Postgraduate,MBA International,Westford University College,AED 30000 to AED 40000,12-15 months,Onsite/Online,Equivalency Certificate,English,
Others,Postgraduate,MBA International (Top up),Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,Transcript,English,
Others,Postgraduate,MBA with Educational Leadership,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,Passport,English,
Others,Postgraduate,MBA with cyber Governance and Law,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Others,Postgraduate,MBA with Enterpreneurship & innovation,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Others,Postgraduate,MBA with operations and project management,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Others,Postgraduate,Executive MBA in HR management,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Others,Postgraduate,MBA with Specialization,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Others,Postgraduate,CMI L7 Strategic Managemnt and leadership,Westford University College,"AED 8,000 and upwards",6 months,Onsite/Online,,English,
Others,PG Diploma,PGD in Procurement & Contract Management,Westford University College,"AED 8,000 and upwards",6 months,Onsite/Online,,English,
Others,Postgraduate,PGD in Tourism & Hospitality Management,Westford University College,"AED 8,000 and upwards",6 months,Onsite/Online,,English,
Others,PG Diploma,PGD in Human Resource Management,Westford University College,"AED 8,000 and upwards",6 months,Onsite/Online,,English,
Others,PG Diploma,PGD in Project Management,Westford University College,"AED 8,000 and upwards",6 months,Onsite/Online,,English,
Others,HND,Higher National Diploma in Sport,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Others,Postgraduate,Executive MBA in Logistics and Supply chain management,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Others,Postgraduate,MBA with Finance and Risk Management,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Others,,MSc Construction  and project Management,Westford University College,"AED 38,000 and upwards",12-15 months,Onsite/Online,,English,
Business,Foundation,Pearson BTEC International Level 2 Diploma in Business,UK College,"AED 27,000(Total Fees)",10 months,jan,"BTEC Qualifications at Level 1
Grade 8
Four GCSEs
Any of the above or equivalent
Candidates with relevant Work Experience, Achievements or Prior Knowledge can also be admitted based on Assessment by the Academic Team",English,
Business,Foundation,Pearson BTEC International Level 3 Extended Diploma in Business,UK College,"AED 42,000(Total Fees)",10 months,,"English Proficiency Test score of 50%
IELTS score of 5.5",,
Business,Undergraduate,Pearson BTEC Level 5 Higher National Diploma (RQF) in Business,UK College,"AED 33,000",20 Months,,,,
Business,Foundation,Pearson BTEC International Level 3 Extended Diploma in Marketing,UK College,"AED 66,000 + 5000 (Application fee) = AED 71000",10 months,,"Copy of passport/visa (if available)
Academic transcript
Certificate of graduation/
Certificate of English proficiency – IELTS/TOEFL/PTE Test/Other
Personal statement
Reference letters
CV (if applicable)",,
Business,Undergraduate,Pearson BTEC Level 5 Higher National Diploma (RQF) in Marketing,UK College,"AED 66,000 + 5000 (Application fee) = AED 71000",20 Months,,,,
Engineering,Foundation,Pearson BTEC Level 3 Extended Diploma in Engineering,UK College,"AED 42,000(Total Fees)",10 months,,,,
Engineering,Undergraduate,Pearson BTEC Level 5 Higher National Diploma in Engineering (General Engineering) (RQF),UK College,"AED 33,000",20 Months,,,,
Engineering,Undergraduate,Pearson BTEC Level 5 Higher National Diploma in Mechanical Engineering,UK College,"AED 33,000",20 Months,,,,
Engineering,Undergraduate,Pearson BTEC Level 5 Higher National Diploma in Electrical and Electronics Engineerin,UK College,"AED 33,000",20 Months,,,,
IT & Computing,Foundation,Pearson BTEC International Level 2 Diploma in IT,UK College,"AED 27,000(Total Fees)",10 months,,,,
IT & Computing,Foundation,Pearson BTEC International Level 3 Extended Diploma in IT,UK College,"AED 42,000(Total Fees)",10 months,,,,
IT & Computing,Undergraduate,Pearson BTEC Level 5 Higher National Diploma (RQF) in Computing,UK College,"AED 33,000",20 Months,,,,
IT & Computing,Undergraduate,Pearson BTEC Level 5 Higher National Diploma (RQF) in Cyber Security,UK College,"AED 33,000",20 Months,,,,
IT & Computing,Undergraduate,Pearson BTEC Level 5 Higher National Diploma (RQF) in Network Engineering,UK College,"AED 33,000",20 Months,,,,
IT & Computing,Undergraduate,Pearson BTEC Level 4 + Level 5 Higher National Certificate in Digital Technologies,UK College,"AED 77,000",20 Months,,,,
Bachelor Programs,Undergraduate,Bachelor of Animation,SAE University College,"Plan A – Yearly Payment – AED 57,960
Plan B – Trimester Payment – AED 21,090
Plan C – Monthly Payment – AED 7,490 (9 Payments Per Year)
Plan C+ – Monthly Payment – AED 5,790 (12 Payments Per Year)",3 years,Feb & May,"Registration Fee: AED 3,370 + (5% VAT)
Resource Fee: AED 2,700 + (5% VAT)Be at least 18 years of age, Turkey- Devlet Lise Diplomasi (Secondary School Diploma) Technical or Vocational School Diploma (Teknik or Meslek Lise Diplomas). International English Language Testing System (IELTS): A band score of 6 or higher for a Higher Education (HE) course and 5.5 or higher for a VET course (only the Academic Test is accepted), OR
Test of English as a Foreign Language (TOEFL): A score of 550 or higher (paper based test), 60 or higher (internet based test) for a Higher Education (HE) course and a minimum score of 527 (paper based test) or 46 (internet based test) for a VET course, OR
An equivalent level from other approved secondary schooling English studies by providing a signed and stamped letter of confirmation from the High school stating that English was the language of instruction.",English,
Bachelor Programs,Undergraduate,Bachelor of Audio,SAE University College,"""","""","""","""","""",
Bachelor Programs,Undergraduate,Bachelor of Design & Visual Communication,SAE University College,"""","""","""","""","""",
Bachelor Programs,Undergraduate,Bachelor of Film,SAE University College,"""","""","""","""","""",
Bachelor Programs,Undergraduate,Bachelor of Games Development,SAE University College,"""","""","""","""","""",
Short Courses,Short Course,Advanced Digital Marketing,SAE University College,AED 5500 excluding VAT,7 weeks Jan- Sundays only,January,17 years and above,English,
Short Courses,Short Course,Advanced Graphic & Multimedia Design,SAE University College,AED 5500 excluding VAT,5 weeks Jan- Tue & Thurs,January,"""","""",
Short Courses,Short Course,After Effects,SAE University College,AED 4000 excluding VAT,"5 weeks Feb- Tue & Thurs, Mar- Mon & Wed",Feb & Mar,"""","""",
Short Courses,Short Course,Audio Engineering,SAE University College,AED 4500 excluding VAT,"6 weeks Jan- Mon Fri Wed, Feb- Mon Wed",Jan & Feb,"""","""",
Short Courses,Short Course,AVID Certified User: Pro Tools Course,SAE University College,AED 5750 excluding VAT,9 weeks Mar- Mon Wed,March,"""","""",
Short Courses,Short Course,Da Vinci Resolve,SAE University College,AED 4500 excluding VAT,5 weeks Feb- Mon Wed,February,"""","""",
Short Courses,Short Course,Digital Illustration,SAE University College,AED 4500 excluding VAT,6 weeks Jan- Tue Wed,January,"""","""",
Short Courses,Short Course,Digital Marketing,SAE University College,AED 3000 excluding VAT,"4 weeks Jan- Sat, Feb- Sat",Jan & Feb,"""","""",
Short Courses,Short Course,Electronic Music Production,SAE University College,AED 3500 exclusive VAT,"5 weeks Jan- Mon Wed, Feb- Tue Thurs",Jan & Feb,"""","""",
Short Courses,Short Course,Filmaking,SAE University College,AED 4000 excluding VAT,5 weeks Feb- Sat,February,"""","""",
Short Courses,Short Course,Introduction to DJ,SAE University College,AED 4000 excluding VAT,3 weeks Feb- Sat Sun,February,"""","""",
,,IELTS Preparation,360 Institute,AED1300,4 Weeks / Hybird,Open all months,Placement test for English / Program leader assessment / interview,English / Arabic,
,,General English,360 Institute,"AED 4,200",12 Weeks,Open all months,,,
,,Business English,360 Institute,"AED 4,200",12 Weeks,Open all months,,,
Events Management,Short Course,The Event Management Program (3 months),EMDI,"AED 16,000",3 months- Sun to Wed,February,"Pre-Assessment SOP (Statement of Purpose)
Passport Copy + Visa Page + 2 passport size pictures
Latest Academic Transcript/Record",English,
Events Management,Short Course,The Event Management Program (10 months),EMDI,"AED 25,000",10 months- Mon to Wed,September,"Pre-Assessment SOP (Statement of Purpose)
Passport Copy + Visa Page + 2 passport size pictures
Latest Academic Transcript/Record",English,
Undergraduate,Undergraduate,Bachelor of Law (LLB),University of Dubai,"AED 194,880 (Total Fee)",4yrs,sept,,,90 ABOVE 30%
Undergraduate,Undergraduate,BSc in Electrical Eng with Concentration in Comm Engineering,University of Dubai,"AED 194,881",4yrs,sept,Passport,,95 ABOVE 50%
Undergraduate,Undergraduate,Bachelor of Science in Computer Engineering (BSCE),University of Dubai,"AED 194,882",4yrs,sept,"transcripts, LOR",,
Undergraduate,Undergraduate,BSc in Electrical Eng with Concentration in power & Energy Eng,University of Dubai,"AED 194,883",4yrs,sept,graduation Certificate,,
Undergraduate,Undergraduate,Bachelor of Science in Computing and Information Systems,University of Dubai,"AED 194,884",4yrs,sept,CV,,
Undergraduate,Undergraduate,BBA Accounting,University of Dubai,"AED 194,885",4yrs,sept,,,
Undergraduate,Undergraduate,BBA Finance,University of Dubai,"AED 194,886",4yrs,sept,,,
Undergraduate,Undergraduate,BBA Digital Marketing,University of Dubai,"AED 194,887",4yrs,sept,,,
Undergraduate,Undergraduate,BBA Managing People and Organization,University of Dubai,"AED 194,888",4yrs,sept,,,
Undergraduate,Undergraduate,BBA Entrepreneuship and Innovation,University of Dubai,"AED 194,889",4yrs,sept,,,
Undergraduate,Undergraduate,BBA Logistics and Operations Management,University of Dubai,"AED 194,890",4yrs,sept,,,
Undergraduate,Undergraduate,BBA Customs Administration,University of Dubai,"AED 194,891",4yrs,sept,,,
Master,Postgraduate,LLM- Arbitration And Dispute Resolution,University of Dubai,AED 92800 (Total fee),1yr,sept,,,
Master,Postgraduate,Master of Science in Data Science,University of Dubai,"AED 116,000",2yrs,sept,,,
Master,Postgraduate,General MBA,University of Dubai,AED 95550,1.5yrs,sept,,,
Master,Postgraduate,MBA in Fintech,University of Dubai,AED 95550,1.5yrs,sept,,,
Master,Postgraduate,MBA in Strategic Human Capital,University of Dubai,AED 95550,1.5yrs,sept,,,
Master,Postgraduate,MBA in Digital Marketing,University of Dubai,AED 95550,1.5yrs,sept,,,
Master,Postgraduate,MBA in Global Supply chain Management,University of Dubai,AED 95550,1.5yrs,sept,,,
Master,Postgraduate,Master of Science in Cyber Security,University of Dubai,"AED 116,000",2yrs,sept,,,
Master,Postgraduate,Master of Science in Electrical Engineering,University of Dubai,"AED 116,000",2yrs,sept,,,
Master,Postgraduate,LLm-Finacial Crimes And Money Laundering,University of Dubai,AED 92800,1yr,sept,,,
Phd,,PhD in Finance,University of Dubai,AED 270000 (Total fee),4yrs,,,,
Phd,,PhD in Marketing,University of Dubai,AED 270000,4yrs,,,,
Phd,,PhD in Accounting,University of Dubai,AED 270000,4yrs,,,,
Phd,,PhD in Management,University of Dubai,AED 270000,4yrs,,,,
,Undergraduate,Bachelor of Dental Surgery (BDS),RAK Dental College,"AED 32,760 per sem",5yrs,Feb,Minimum 85%,,
Undergraduate,Undergraduate,Bachelor of Dendal Surgery,Citi University,"AED 88,000",5yrs,Sep/Jan,"Minimum score of 80%, IELTS-5.0, TOEFL- 61",English,
Undergraduate,Undergraduate,Bachelor of Finance and Accounting,Citi University,"AED 29,970",4yrs,Sep/Jan,,English,
Undergraduate,Undergraduate,Bachelor of Law (English and Arabic),Citi University,"AED 30,870",4yrs,Sep/Jan,"Minimum score- 60% IELTS 5.0, Toefl-61, EMSAT 1100",English,
Undergraduate,Undergraduate,Bachelor Public Relations (Arabic and English),Citi University,"AED 29,970",4yrs,Sep/Jan,,English,
Undergraduate,Undergraduate,Bachelor of marketing,Citi University,"AED 29,970",4yrs,Sep/Jan,"● For the non UAE high school curriculums, attested official transcript along
with the equivalency letter from the MOE-UAE must be provided.
● An official certificate of the English, Math, & Sciences proficiency scores
● Copy of a valid passport
● Four recent white background passport- size photographs
● Interview Form
Additional requirements for Health Science programs:
● Health certificate
● CPR certificate",English,
Undergraduate,Undergraduate,Bachelor of Human Resource Management (Eng & Arabic),Citi University,"AED 29,970",4yrs,Sep/Jan,,English,
Undergraduate,Undergraduate,Bachelor of Management Information Systems,Citi University,"AED 29,970",4yrs,Sep/Jan,,English,
Undergraduate,Undergraduate,Bachelor of Hospitality and Tourism Management,Citi University,"AED 27,240",4yrd,Sep/Jan,,English,
Undergraduate,Undergraduate,Bachelor Advertising (Arabic and English),Citi University,"AED 29,970",4yrs,Sep/Jan,,English,
Graduate,,Master of Business Administration,Citi University,"AED 76,835",14 months,Sep/Jan,,English,
Graduate,,Master of Law (Taught in Arabic),Citi University,"AED 58,080",18-24 months,Sep/Jan,,,
Graduate,,Professional Postgraduate Diploma in Teaching (Taught in Arabic),Citi University,"AED 15,000",1 year,Sep/Jan,,,
Business,Undergraduate,BBA Concentration in International Business,Skyline University,"AED 256,227",4 years,Jan,Submit application (fee 1050 AED),English,
Business,Undergraduate,BBA Concentration in Human Resource Management,Skyline University,"AED 256,227",4 years,,"Attested Transcripts, Certificate",,
Business,Undergraduate,BBA Concentration in Innovation and Entrepreneurship,Skyline University,"AED 256,227",4 years,,"LOR, passport",,
Business,Undergraduate,BBA Concentration in Marketing and Retail Management,Skyline University,"AED 256,227",4 years,,"minimum score of 80% or B grade in Higher Secondary School English language subject.
A minimum score of 1100 in EmSAT Achieve English (Emirates Standardized Test)
A minimum score of 500 in Institutional Test of English as Foreign Language (TOEFL-ITP)
A minimum score of 5.0 in International English Language Testing System (IELTS - Academic)",,
Business,Undergraduate,BBA Concentration in Tourism and Hospitality Management,Skyline University,"AED 256,227",4 years,,,,
Business,Undergraduate,BBA Concentration in Public Administration,Skyline University,"AED 256,227",4 years,,,,
Business,Undergraduate,BBA in Accounting,Skyline University,"AED 64,057",4 years,,,,
Business,Postgraduate,Master of Business Administration,Skyline University,"AED 149,916",2 Years,,,,
Business,Postgraduate,MBA with focus in Finance,Skyline University,"AED 149,916",2 Years,,,,
Computing,Undergraduate,BSc Computer Science with concentration in Software Eng.,Skyline University,"AED 66,301",4 years,,,,
Computing,,BSc Computer Science with concentration in AI,Skyline University,AED 71583,4 years,,,,
Computing,,BSc Information Technology with concentration in Enterprise Co,Skyline University,"AED 64,057",4 years,,,,
BBA,Undergraduate,BBA in Hospitality Management (SSM),Learner's College,AED 24500,15-18 months,Online,"Swiss Matura, German Abitur, French Baccalaureate, English ‘A’ levels or Italian Diploma di Scuola Secondaria Superiore.
International Baccalaureate, a US High School Diploma, International general certificate of secondary education (IGCSE) at ordinary level (O Level) and general certificate of education at advanced level (GCE A level) with 7 different subjects (5 at ordinary level and 3 at advanced level)
All Arab official secondary certificates (As certified by local governments)
All other applicants with 12 years of schooling up to high school who do not satisfy any of the above conditions stated in items 1, 2 and 3 (such as the US) should enroll via study.com in our collaborated freshmen program to accomplish 30 credits of general education courses before joining the sophomore year",English,
BBA,Undergraduate,BBA in international marketing management,Learner's College,AED 24500,15-18 months,Onsite,,English,
BBA,Undergraduate,BBA in Global Business And Management (SSM),Learner's College,AED 24500,15-18 months,Onsite,"Test of English as a Foreign Language (TOEFL PBT) – minimum score: 57
Internet Based Test (iBT) – minimum score: 61
International English Language Test (IELTS) – minimum score: 6.0
Pearson Test of English Academic Score Report – minimum score: 44
Duolingo English Test – minimum score: 95
4-skill Michigan English Test (MET) – minimum score: 53
Michigan Examination for the Certificate of Competency in English (ECCE) – minimum score: 650/LP
Michigan Examination for the Certificate of Proficiency in English (ECPE) – minimum score: 650/LP

Candidates seeking admission to the MBA program should hold a Bachelor’s degree or relevant Undergraduate degree.
Work-Experience is not necessary.",English,
BBA,Undergraduate,BBA in Entrepreneuship (SSM),Learner's College,AED 24500,15-18 months,Onsite,,English,
BBA,Undergraduate,BBA in  Finance,Learner's College,AED 24500,15-18 months,Onsite,,English,
BBA,Undergraduate,BBA in supply chain Management (SSM),Learner's College,AED 24500,15-18 months,Onsite,,English,
BBA,Undergraduate,BBA Online,Learner's College,"AED 20,250",15-18 months,Online,,English,
BBA,Undergraduate,BBA Self Study,Learner's College,"AED 18,250",15-18 months,Online,,English,
MBA,Postgraduate,MBA in General (SSM),Learner's College,"AED 27,250",15-18 months,Online,,English,
MBA,Postgraduate,MBA in Finance(SSM),Learner's College,"AED 28,750",15-18 months,Online,,English,
MBA,Postgraduate,MBA in GLobal Management & Leadership (SSM),Learner's College,"AED 27,750",15-18 months,Online,,English,
MBA,Postgraduate,MBA in Health Care Management (SSM),Learner's College,"AED 30,750",15-18 months,Online,,English,
MBA,Postgraduate,MBA in Human Resources (SSM),Learner's College,"AED 28,750",15-18 months,Online,,English,
MBA,Postgraduate,MBA in Luxury Management (SSM),Learner's College,"AED 30,750",15-18 months,Online,,English,
MBA,Postgraduate,MBA in Marketing (SSM),Learner's College,"AED 28,750",15-18 months,Online,,English,
MBA,Postgraduate,MBA in Project Management (SSM),Learner's College,"AED 30,750",15-18 months,Online,,English,
MBA,Postgraduate,MBA in Supply Chain Management(SSM),Learner's College,"AED 28,750",15-18 months,Online,,English,
MBA,Postgraduate,MBA in Health Safety & Environment (SSM),Learner's College,"AED 30,750",15-18 months,Online,,English,
MBA,Postgraduate,MBA in Transport Management (CMBS),Learner's College,"AED 30,751",15-18 months,Online,,English,
MBA,Postgraduate,MBA in Human Resources Management (SSM),Learner's College,"AED 30,750",15-18 months,Online,,English,
MBA,Postgraduate,MBA in Health Management (CMBS),Learner's College,"AED 28,750",15-18 months,Online,,English,
MBA,Postgraduate,MBA in Finance(CMBS),Learner's College,"AED 28,750",15-18 months,Online,,English,
MBA,Postgraduate,MBA General (CMBS),Learner's College,"AED 28,750",15-18 months,Online,,English,
MBA,Postgraduate,MBA in Construction Management(CMBS),Learner's College,"AED 28,750",15-18 months,Online,,English,
MBA,Postgraduate,MBA in Educational Leardership(CMBS),Learner's College,"AED 28,750",15-18 months,Online,,English,
DBA,,Doctorate in Business Administration(SSM),Learner's College,"AED 55,000",2 years,Online,,English,
